ALL                                                                                                 |2018-10-23 15:56:31|                   3|                   |                   112185|ADMSTAGE                      |2018-11-07 17:24:11.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2018-03-13 07:50:10|                   1|                   |                   107660|ADMSTAGE                      |2018-03-27 17:36:04.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2019-07-02 16:53:35|                   3|                   |                   114058|ADMSTAGE                      |2019-08-13 18:12:29.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2019-02-12 11:19:41|                   3|                   |                   113254|ADMSTAGE                      |2019-02-26 17:51:01.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2020-09-23 16:37:43|                   3|                   |                   118456|ADMSTAGE                      |2020-10-09 17:19:21.000000                                                 |2020-10-09 17:19:21.782613                                                 |ADMSTAGE
ALL                                                                                                 |2019-02-12 12:26:55|                   5|                   |                   113347|ADMSTAGE                      |2019-02-26 17:51:01.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2018-03-02 10:36:55|                   3|                   |                   106880|ADMSTAGE                      |2018-03-27 17:36:04.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2019-02-12 10:16:05|                   3|                   |                   113240|ADMSTAGE                      |2019-02-26 17:51:01.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2019-07-30 22:47:28|                   1|                   |                   115000|ADMSTAGE                      |2019-08-13 18:12:29.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2020-07-29 15:43:15|                   1|                   |                   118091|ADMSTAGE                      |2020-08-25 17:07:58.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2019-02-12 13:02:40|                   1|                   |                   113427|ADMSTAGE                      |2019-02-26 17:51:01.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2017-07-17 13:43:01|                   0|                   |                   101229|ADMSTAGE                      |2017-08-15 17:44:43.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2020-01-21 14:19:48|                   2|                   |                   116307|ADMSTAGE                      |2020-02-18 16:54:09.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2020-07-29 15:33:24|                   3|                   |                   118044|ADMSTAGE                      |2020-08-25 17:07:58.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2019-02-11 14:34:28|                   3|                   |                   113173|ADMSTAGE                      |2019-02-26 17:51:01.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2019-07-30 22:50:02|                   1|                   |                   115009|ADMSTAGE                      |2019-08-13 18:12:29.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2019-07-30 22:27:20|                   1|                   |                   114945|ADMSTAGE                      |2019-08-13 18:12:29.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2019-07-02 16:53:35|                   3|                   |                   114059|ADMSTAGE                      |2019-08-13 18:12:29.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2019-02-12 12:24:54|                   3|                   |                   113346|ADMSTAGE                      |2019-02-26 17:51:01.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2020-07-29 15:36:18|                   3|                   |                   118073|ADMSTAGE                      |2020-08-25 17:07:58.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2019-02-12 12:31:03|                   5|                   |                   113351|ADMSTAGE                      |2019-02-26 17:51:01.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2019-02-12 12:40:59|                   5|                   |                   113375|ADMSTAGE                      |2019-02-26 17:51:01.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2019-02-12 12:00:59|                   3|                   |                   113272|ADMSTAGE                      |2019-02-26 17:51:01.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2019-02-13 05:53:15|                   5|                   |                   113464|ADMSTAGE                      |2019-02-26 17:51:01.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2019-02-13 06:06:34|                   5|                   |                   113474|ADMSTAGE                      |2019-02-26 17:51:01.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2019-07-30 22:21:36|                   1|                   |                   114938|ADMSTAGE                      |2019-08-13 18:12:29.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2019-02-13 05:32:54|                   5|                   |                   113449|ADMSTAGE                      |2019-02-26 17:51:01.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2019-02-12 12:53:18|                   3|                   |                   113386|ADMSTAGE                      |2019-02-26 17:51:01.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2019-07-30 22:36:56|                   1|                   |                   114980|ADMSTAGE                      |2019-08-13 18:12:29.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2019-07-30 22:40:30|                   1|                   |                   114990|ADMSTAGE                      |2019-08-13 18:12:29.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2020-07-29 15:42:58|                   1|                   |                   118090|ADMSTAGE                      |2020-08-25 17:07:58.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2019-07-30 22:30:07|                   1|                   |                   114958|ADMSTAGE                      |2019-08-13 18:12:29.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2020-09-23 16:33:57|                   1|                   |                   118419|ADMSTAGE                      |2020-10-09 17:19:21.000000                                                 |2020-10-09 17:19:21.782613                                                 |ADMSTAGE
ALL                                                                                                 |2019-07-30 22:27:08|                   1|                   |                   114944|ADMSTAGE                      |2019-08-13 18:12:29.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2019-07-30 18:18:14|                   3|                   |                   114847|ADMSTAGE                      |2019-08-13 18:12:29.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2019-02-12 12:13:02|                   5|                   |                   113312|ADMSTAGE                      |2019-02-26 17:51:01.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2019-07-30 22:40:15|                   1|                   |                   114989|ADMSTAGE                      |2019-08-13 18:12:29.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2020-07-29 15:37:49|                   3|                   |                   118084|ADMSTAGE                      |2020-08-25 17:07:58.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2019-02-11 16:52:57|                   3|                   |                   113210|ADMSTAGE                      |2019-02-26 17:51:01.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2019-02-13 06:05:10|                   5|                   |                   113471|ADMSTAGE                      |2019-02-26 17:51:01.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2020-08-26 07:21:47|                   3|                   |                   118118|ADMSTAGE                      |2020-09-08 17:06:58.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2017-08-23 11:53:08|                   1|                   |                   101623|ADMSTAGE                      |2017-09-22 18:08:52.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2017-08-23 11:53:08|                   1|                   |                   101624|ADMSTAGE                      |2017-09-22 18:08:52.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2019-02-11 15:22:59|                   3|                   |                   113201|ADMSTAGE                      |2019-02-26 17:51:01.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2018-03-13 08:14:46|                   3|                   |                   107679|ADMSTAGE                      |2018-03-27 17:36:04.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2019-02-13 10:55:36|                   5|                   |                   113480|ADMSTAGE                      |2019-02-26 17:51:01.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2020-08-26 07:31:13|                   1|                   |                   118233|ADMSTAGE                      |2020-09-08 17:06:58.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2019-02-12 09:55:27|                   3|                   |                   113228|ADMSTAGE                      |2019-02-26 17:51:01.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2019-02-11 16:52:57|                   3|                   |                   113211|ADMSTAGE                      |2019-02-26 17:51:01.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2017-07-17 14:00:30|                   0|                   |                   101307|ADMSTAGE                      |2017-09-22 18:08:52.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2019-02-12 09:59:59|                   3|                   |                   113231|ADMSTAGE                      |2019-02-26 17:51:01.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2020-01-21 17:11:01|                   1|                   |                   116361|ADMSTAGE                      |2020-02-18 16:54:09.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2020-08-26 07:23:57|                   3|                   |                   118166|ADMSTAGE                      |2020-09-08 17:06:58.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2019-02-13 05:36:53|                   3|                   |                   113453|ADMSTAGE                      |2019-02-26 17:51:01.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2018-03-09 14:47:02|                   1|                   |                   107427|ADMSTAGE                      |2018-03-27 17:36:04.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2018-03-09 14:44:21|                   1|                   |                   107423|ADMSTAGE                      |2018-03-27 17:36:04.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2020-08-26 07:22:39|                   3|                   |                   118148|ADMSTAGE                      |2020-09-08 17:06:58.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2020-08-26 07:32:09|                   1|                   |                   118241|ADMSTAGE                      |2020-09-08 17:06:58.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2019-02-12 12:04:24|                   3|                   |                   113273|ADMSTAGE                      |2019-02-26 17:51:01.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2020-08-26 07:23:39|                   1|                   |                   118165|ADMSTAGE                      |2020-09-08 17:06:58.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2019-03-25 09:04:37|                   3|                   |                   113524|ADMSTAGE                      |2019-04-12 17:45:59.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2017-08-23 11:53:31|                   1|                   |                   101625|ADMSTAGE                      |2017-09-22 18:08:52.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2017-08-23 11:53:31|                   1|                   |                   101626|ADMSTAGE                      |2017-09-22 18:08:52.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2019-07-30 22:55:55|                   1|                   |                   115022|ADMSTAGE                      |2019-08-13 18:12:29.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2020-09-23 16:46:30|                   3|                   |                   118575|ADMSTAGE                      |2020-10-09 17:19:21.000000                                                 |2020-10-09 17:19:21.782613                                                 |ADMSTAGE
ALL                                                                                                 |2020-08-26 07:26:57|                   1|                   |                   118215|ADMSTAGE                      |2020-09-08 17:06:58.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2020-08-26 07:26:19|                   3|                   |                   118212|ADMSTAGE                      |2020-09-08 17:06:58.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2020-09-23 16:34:27|                   1|                   |                   118427|ADMSTAGE                      |2020-10-09 17:19:21.000000                                                 |2020-10-09 17:19:21.782613                                                 |ADMSTAGE
ALL                                                                                                 |2019-07-30 22:20:28|                   1|                   |                   114932|ADMSTAGE                      |2019-08-13 18:12:29.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2018-03-09 14:29:39|                   1|                   |                   107415|ADMSTAGE                      |2018-03-27 17:36:04.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2019-07-30 22:28:36|                   1|                   |                   114951|ADMSTAGE                      |2019-08-13 18:12:29.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2020-02-20 08:36:01|                   3|                   |                   117053|ADMSTAGE                      |2020-02-28 15:52:27.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2020-02-20 06:50:24|                   5|                   |                   116934|ADMSTAGE                      |2020-02-28 15:52:27.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2020-02-20 07:09:45|                   3|                   |                   117035|ADMSTAGE                      |2020-02-28 15:52:27.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2017-08-23 11:30:32|                   1|                   |                   101589|ADMSTAGE                      |2017-09-22 18:08:52.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2017-08-23 11:30:32|                   1|                   |                   101590|ADMSTAGE                      |2017-09-22 18:08:52.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2020-02-20 07:04:39|                   2|                   |                   117002|ADMSTAGE                      |2020-02-28 15:52:27.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2020-09-28 10:21:07|                   3|                   |                   118590|ADMSTAGE                      |2020-10-09 17:19:21.000000                                                 |2020-10-09 17:19:21.782613                                                 |ADMSTAGE
ALL                                                                                                 |2020-09-23 16:30:01|                   3|                   |                   118379|ADMSTAGE                      |2020-10-09 17:19:21.000000                                                 |2020-10-09 17:19:21.782613                                                 |ADMSTAGE
ALL                                                                                                 |2020-02-20 07:00:50|                   5|                   |                   116965|ADMSTAGE                      |2020-02-28 15:52:27.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2017-07-17 13:53:35|                   0|                   |                   101275|ADMSTAGE                      |2017-09-22 18:08:52.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2017-07-17 13:49:30|                   0|                   |                   101254|ADMSTAGE                      |2017-09-22 18:08:52.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2017-07-17 13:41:01|                   0|                   |                   101217|ADMSTAGE                      |2017-09-22 18:08:52.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2017-07-17 13:41:36|                   5|                   |                   101220|ADMSTAGE                      |2017-09-22 18:08:52.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2017-07-17 13:42:07|                   0|                   |                   101223|ADMSTAGE                      |2017-09-22 18:08:52.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2017-07-17 13:42:35|                   0|                   |                   101226|ADMSTAGE                      |2017-09-22 18:08:52.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2017-07-17 13:43:57|                   0|                   |                   101236|ADMSTAGE                      |2017-09-22 18:08:52.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2017-07-17 13:44:37|                   0|                   |                   101239|ADMSTAGE                      |2017-09-22 18:08:52.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2017-07-17 13:47:24|                   0|                   |                   101242|ADMSTAGE                      |2017-09-22 18:08:52.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2017-07-17 13:47:47|                   0|                   |                   101245|ADMSTAGE                      |2017-09-22 18:08:52.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2017-07-17 13:49:56|                   0|                   |                   101257|ADMSTAGE                      |2017-09-22 18:08:52.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2017-07-17 13:48:46|                   5|                   |                   101248|ADMSTAGE                      |2017-09-22 18:08:52.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2017-07-17 13:49:05|                   0|                   |                   101251|ADMSTAGE                      |2017-09-22 18:08:52.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2017-07-17 13:50:10|                   0|                   |                   101260|ADMSTAGE                      |2017-09-22 18:08:52.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2017-07-17 13:50:46|                   0|                   |                   101263|ADMSTAGE                      |2017-09-22 18:08:52.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2017-07-17 13:51:17|                   0|                   |                   101266|ADMSTAGE                      |2017-09-22 18:08:52.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2017-07-17 13:51:46|                   0|                   |                   101269|ADMSTAGE                      |2017-09-22 18:08:52.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2017-07-17 13:52:31|                   0|                   |                   101272|ADMSTAGE                      |2017-09-22 18:08:52.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2017-07-17 13:53:51|                   0|                   |                   101278|ADMSTAGE                      |2017-09-22 18:08:52.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2017-07-17 13:54:56|                   0|                   |                   101281|ADMSTAGE                      |2017-09-22 18:08:52.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2020-02-20 06:57:23|                   3|                   |                   116957|ADMSTAGE                      |2020-02-28 15:52:27.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2020-02-20 07:10:15|                   1|                   |                   117039|ADMSTAGE                      |2020-02-28 15:52:27.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2020-02-20 07:17:33|                   1|                   |                   117050|ADMSTAGE                      |2020-02-28 15:52:27.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2017-07-17 13:55:13|                   0|                   |                   101284|ADMSTAGE                      |2017-09-22 18:08:52.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2017-07-17 13:57:14|                   0|                   |                   101287|ADMSTAGE                      |2017-09-22 18:08:52.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2017-07-17 13:57:39|                   0|                   |                   101290|ADMSTAGE                      |2017-09-22 18:08:52.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2017-07-17 13:58:01|                   0|                   |                   101293|ADMSTAGE                      |2017-09-22 18:08:52.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2017-07-17 13:58:22|                   0|                   |                   101296|ADMSTAGE                      |2017-09-22 18:08:52.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2017-07-17 13:59:42|                   0|                   |                   101301|ADMSTAGE                      |2017-09-22 18:08:52.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2017-07-17 14:00:05|                   0|                   |                   101304|ADMSTAGE                      |2017-09-22 18:08:52.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2018-03-09 14:49:21|                   1|                   |                   107430|ADMSTAGE                      |2018-03-27 17:36:04.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2018-03-10 00:24:41|                   1|                   |                   107521|ADMSTAGE                      |2018-03-27 17:36:04.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2018-03-13 07:53:04|                   1|                   |                   107665|ADMSTAGE                      |2018-03-27 17:36:04.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2017-10-19 08:41:39|                   1|                   |                   101839|ADMSTAGE                      |2017-11-03 17:53:57.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2018-03-12 13:53:36|                   1|                   |                   107572|ADMSTAGE                      |2018-03-27 17:36:04.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2018-03-12 13:53:36|                   1|                   |                   107571|ADMSTAGE                      |2018-03-27 17:36:04.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2018-03-12 17:19:24|                   3|                   |                   107637|ADMSTAGE                      |2018-03-27 17:36:04.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2018-03-12 16:45:00|                   3|                   |                   107596|ADMSTAGE                      |2018-03-27 17:36:04.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2018-03-02 10:41:53|                   3|                   |                   106895|ADMSTAGE                      |2018-03-27 17:36:04.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
ALL                                                                                                 |2018-03-02 10:18:39|                   3|                   |                   106726|ADMSTAGE                      |2018-03-27 17:36:04.000000                                                 |2020-10-09 17:19:21.000000                                                 |ADMSTAGE
