                   117686|        12423|DM                                                |ADMSTAGE                      |2020-06-02 18:21:10.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   102902|        11206|CCM                                               |ADMSTAGE                      |2017-12-15 17:54:23.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   106620|          763|VBF                                               |ADMSTAGE                      |2018-02-27 17:07:26.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   106367|          551|CCM                                               |ADMSTAGE                      |2018-02-27 17:07:26.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   114857|        11997|DM                                                |ADMSTAGE                      |2019-08-13 18:12:28.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109534|          863|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   105876|          359|CCM                                               |ADMSTAGE                      |2018-02-27 17:07:26.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   106622|          770|CCM                                               |ADMSTAGE                      |2018-02-27 17:07:26.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   111989|        10670|DM                                                |ADMSTAGE                      |2018-10-05 17:51:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   106368|          551|DM                                                |ADMSTAGE                      |2018-02-27 17:07:26.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   111906|        12116|DM                                                |ADMSTAGE                      |2018-10-05 17:51:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   106285|          520|DM                                                |ADMSTAGE                      |2018-02-27 17:07:26.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   114946|        11421|DM                                                |ADMSTAGE                      |2019-08-13 18:12:28.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   106281|          491|DM                                                |ADMSTAGE                      |2018-02-27 17:07:26.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109918|         9954|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   106060|          264|LC                                                |ADMSTAGE                      |2018-02-27 17:07:26.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   114939|        11414|DM                                                |ADMSTAGE                      |2019-08-13 18:12:28.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   115011|        11485|DM                                                |ADMSTAGE                      |2019-08-13 18:12:28.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   111884|        12103|DM                                                |ADMSTAGE                      |2018-10-05 17:51:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   106524|          656|DM                                                |ADMSTAGE                      |2018-02-27 17:07:26.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   112072|         9971|CCM                                               |ADMSTAGE                      |2018-10-05 17:51:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   115024|        11917|DM                                                |ADMSTAGE                      |2019-08-13 18:12:28.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   106496|         1130|CCM                                               |ADMSTAGE                      |2018-02-27 17:07:26.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109894|         5718|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   111892|        12107|DM                                                |ADMSTAGE                      |2018-10-05 17:51:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   114929|        11915|DM                                                |ADMSTAGE                      |2019-08-13 18:12:28.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   112058|        11766|CCM                                               |ADMSTAGE                      |2018-10-05 17:51:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   112119|          568|CCM                                               |ADMSTAGE                      |2018-10-05 17:51:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   110033|          655|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   114855|          382|CCM                                               |ADMSTAGE                      |2019-08-13 18:12:28.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109813|         5713|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109787|          532|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   112034|        10655|CCM                                               |ADMSTAGE                      |2018-10-05 17:51:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   112116|         1042|CCM                                               |ADMSTAGE                      |2018-10-05 17:51:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   115701|         1880|DM                                                |ADMSTAGE                      |2019-09-28 10:42:56.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   115772|        12315|DM                                                |ADMSTAGE                      |2019-09-28 10:42:56.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   115764|        12349|CCM                                               |ADMSTAGE                      |2019-09-28 10:42:56.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   110068|          826|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109781|         7230|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109357|          675|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109881|         5714|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109359|          676|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109998|          374|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109338|          607|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   114334|        12328|CE                                                |ADMSTAGE                      |2019-09-28 10:42:56.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   110024|          472|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109615|          907|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109214|          320|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   110055|          787|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109430|          803|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109959|         9449|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   110014|          450|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   115699|          640|DM                                                |ADMSTAGE                      |2019-09-28 10:42:56.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109913|         7211|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   110169|          692|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109246|          559|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   115703|        11774|DM                                                |ADMSTAGE                      |2019-09-28 10:42:56.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109869|         5689|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   105087|          416|WELL                                              |ADMSTAGE                      |2018-01-16 17:28:46.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   105088|          416|CCM                                               |ADMSTAGE                      |2018-01-16 17:28:46.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   114307|        12315|CE                                                |ADMSTAGE                      |2019-09-28 10:42:56.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109227|          370|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109821|         5673|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109613|          897|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   105089|          416|DM                                                |ADMSTAGE                      |2018-01-16 17:28:46.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109252|          581|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109841|         5681|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109362|          684|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109904|         7208|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109788|          533|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   110168|          674|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109790|          697|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109775|         7215|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109943|        12094|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109502|          855|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   114346|        12349|CE                                                |ADMSTAGE                      |2019-09-28 10:42:56.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109428|          791|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109503|          855|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   110150|         1511|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109249|          571|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109924|         7231|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109784|          531|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   110032|          655|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109226|          370|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109753|         1358|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   110057|          798|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109454|          838|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109742|         1357|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109877|         5773|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   114298|        12312|CE                                                |ADMSTAGE                      |2019-09-28 10:42:56.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109810|         5715|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109808|         5684|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   115768|         1227|DM                                                |ADMSTAGE                      |2019-09-28 10:42:56.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109453|          838|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   110028|          644|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109901|         5723|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109658|          930|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   110158|          487|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109858|         5695|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109885|         5696|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109758|         1513|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109259|          597|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109867|         5725|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109948|        12096|CE                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109507|          857|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   110167|          674|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109438|          823|HA                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   110083|          864|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109436|          823|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109341|          622|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   110051|          769|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   115774|        12316|DM                                                |ADMSTAGE                      |2019-09-28 10:42:56.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109458|          845|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109895|         5718|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   115654|          255|DM                                                |ADMSTAGE                      |2019-09-28 10:42:56.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   105501|        10068|CCM                                               |ADMSTAGE                      |2018-01-16 17:28:46.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   105502|        10068|DM                                                |ADMSTAGE                      |2018-01-16 17:28:46.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   105503|        10068|WELL                                              |ADMSTAGE                      |2018-01-16 17:28:46.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   110023|          457|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109365|          707|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   110039|          686|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109233|          441|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   110056|          798|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109423|          756|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109855|         5719|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109926|         7234|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   115776|        12317|CCM                                               |ADMSTAGE                      |2019-09-28 10:42:56.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   110016|          452|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109896|         5712|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109222|          357|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   110160|          367|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109863|         5784|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   110043|          725|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109184|        12089|CE                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   110165|          387|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109257|          592|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   105543|         9480|WELL                                              |ADMSTAGE                      |2018-01-16 17:28:46.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   105544|         9480|CCM                                               |ADMSTAGE                      |2018-01-16 17:28:46.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   105545|         9480|DM                                                |ADMSTAGE                      |2018-01-16 17:28:46.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   105546|        10020|CCM                                               |ADMSTAGE                      |2018-01-16 17:28:46.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   105547|        10020|DM                                                |ADMSTAGE                      |2018-01-16 17:28:46.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109945|        12095|CE                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   105548|        10020|WELL                                              |ADMSTAGE                      |2018-01-16 17:28:46.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109800|          703|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109873|         5716|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109956|         9448|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109999|          374|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109965|         9462|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109933|        12091|CE                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109785|          531|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109579|          887|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109508|          857|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109440|          837|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109254|          582|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   110172|          752|CCM                                               |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   115696|         7213|DM                                                |ADMSTAGE                      |2019-09-28 10:42:56.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   114295|        12311|CE                                                |ADMSTAGE                      |2019-09-28 10:42:56.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   115727|        12325|CCM                                               |ADMSTAGE                      |2019-09-28 10:42:56.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109951|        12097|CE                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109424|          768|DM                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
                   109610|          897|CE                                                |ADMSTAGE                      |2018-07-14 09:11:48.000000                                                 |2020-10-09 17:19:20.000000                                                 |ADMSTAGE
